eastwest,german,sex,age,agec,dg10,dg03,educ,isced97,iscd11,work,isco08,siops08,isei08,dw15,dw16,dw19c,dw03,mstat,dp01,di01a,di02a,incc,di01b,di02b,di05,di06,hhincc,dh01,dh11,aq01,gs01,gd01,gd02,dg13,dg08,dg09,dg11,ls01,id02,id01,im01,im17,im18,im19,im20,im21,iw04,pd11,pi07,pi01,pi02,lp03,lp04,lp05,lp06,hs01,hs04,hs05,hs06,hs07,hs09,land,bik,gkpol
2,1,1,48,3,15,1,5,5,7,1,2519,51,74.7,40,1,4,NA,5,1,NA,15,15,NA,21,NA,21,21,1,1,4,2,1992,29,3,NA,2,2,9,3,2,1,2,1,3,4,4,1,1,2,1,3,1,1,2,2,2,4,5,2,3,5,140,10,7
2,1,2,79,5,15,1,4,5,5,4,NA,NA,NA,NA,NA,NA,2,3,2,NA,11,11,NA,NA,NA,NA,NA,NA,NA,7,3,1970,51,1,NA,2,2,5,3,3,1,1,2,3,3,2,1,1,2,1,3,1,2,1,2,4,4,2,3,4,2,140,3,3
1,1,2,20,1,2,4,5,3,3,3,NA,NA,NA,NA,NA,NA,1,5,2,450,NA,4,NA,24,NA,24,24,1,3,7,4,9000,20,NA,2,NA,1,8,4,4,NA,3,3,3,3,3,2,2,NA,2,NA,1,1,1,1,1,NA,NA,NA,NA,NA,90,7,4
2,1,2,54,3,15,1,3,5,5,1,3221,44,56,40,1,NA,NA,1,NA,1300,NA,11,5500,NA,5500,NA,23,1,1,7,4,2000,21,1,NA,2,2,9,3,3,NA,2,2,3,3,3,2,1,NA,2,NA,1,2,1,1,2,NA,NA,NA,NA,NA,140,5,2
1,1,2,64,4,9,4,2,3,3,4,NA,NA,NA,NA,NA,NA,2,5,2,NA,7,7,NA,NA,NA,NA,NA,NA,NA,8,3,2020,1,1,2,NA,2,5,3,2,1,4,4,1,4,1,4,1,2,1,3,2,2,1,1,1,5,3,2,2,5,60,3,3
2,1,2,35,2,8,3,5,6,8,4,NA,NA,NA,NA,NA,NA,6,1,NA,NA,10,10,NA,22,NA,22,22,1,3,4,1,2017,4,5,NA,1,2,8,4,4,NA,3,3,4,4,4,1,1,NA,1,2,1,2,2,2,1,NA,NA,NA,NA,NA,160,8,6
2,1,1,80,5,14,1,5,5,6,4,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,7,NA,NA,NA,NA,NA,NA,NA,10,3,3,1,2,3,3,3,3,1,2,1,2,NA,2,2,1,1,4,4,3,5,4,5,130,1,1
1,1,1,53,3,7,4,3,3,3,1,7233,42.17,31.72,38.5,1,NA,NA,1,NA,NA,20,20,NA,24,NA,24,24,1,2,7,4,1997,24,1,2,NA,2,9,3,3,NA,3,3,1,2,2,2,1,NA,1,2,2,2,1,1,3,NA,NA,NA,NA,NA,30,5,3
1,1,1,26,1,7,4,5,5,6,1,1221,52,71.39,45,1,NA,NA,5,2,1350,NA,11,3000,NA,3000,NA,19,1,2,4,1,2018,3,5,1,NA,1,6,4,2,2,2,2,3,4,3,1,2,2,1,3,1,2,2,1,1,2,3,3,3,2,30,8,5
2,1,1,53,3,15,1,3,3,3,1,7222,39.96,33.16,40,1,NA,NA,1,NA,1500,NA,13,2500,NA,2500,NA,17,1,1,7,4,1996,25,3,NA,2,2,8,3,3,NA,2,3,3,3,3,2,2,NA,2,NA,1,2,1,1,3,NA,NA,NA,NA,NA,140,9,3
2,1,2,51,3,12,1,3,3,3,2,NA,NA,NA,35,1,NA,NA,3,1,NA,11,11,NA,20,NA,20,20,1,1,7,3,NA,NA,NA,NA,NA,NA,5,3,2,2,2,3,3,3,3,2,2,1,1,3,1,2,1,1,3,2,2,4,3,3,120,3,3
2,1,2,71,4,8,3,5,6,8,4,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,7,4,NA,NA,NA,NA,NA,NA,9,3,2,2,2,3,NA,NA,4,2,1,1,1,2,1,NA,2,NA,2,4,2,3,3,3,130,1,1
1,1,2,81,5,7,4,2,3,3,4,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,11,NA,11,11,1,1,6,3,1980,41,5,2,NA,2,8,3,2,1,2,2,1,1,3,1,2,1,1,3,1,1,1,1,4,4,3,3,3,4,10,8,5
1,1,2,22,1,2,4,5,5,6,1,2431,50.09,73.91,40,1,NA,NA,5,1,1000,NA,9,NA,NA,1000,NA,9,2,NA,7,4,2003,18,2,2,NA,1,9,3,2,NA,3,3,3,2,2,3,2,NA,1,2,2,2,2,1,1,NA,NA,NA,NA,NA,90,9,2
2,1,1,58,3,12,1,3,3,3,1,7111,34.1,33.76,53.5,1,NA,NA,1,NA,NA,13,13,NA,18,NA,18,18,1,1,1,3,9000,58,NA,NA,2,2,8,2,2,NA,1,1,1,1,3,1,2,NA,1,3,2,2,1,1,2,NA,NA,NA,NA,NA,120,3,3
2,1,2,61,4,16,1,4,5,5,2,5223,42.78,28.48,NA,1,NA,NA,1,NA,NA,14,14,NA,19,NA,19,19,1,2,7,2,1997,24,1,NA,2,2,6,2,2,NA,2,3,3,3,3,2,2,NA,1,2,1,2,2,2,4,NA,NA,NA,NA,NA,120,9,4
1,1,2,80,5,11,4,2,3,3,4,NA,NA,NA,NA,NA,NA,2,4,2,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,4,1979,42,1,2,NA,2,10,2,4,1,1,2,1,2,3,1,2,1,2,NA,1,2,2,1,2,4,4,2,3,3,10,7,3
1,1,1,27,1,8,4,5,5,7,2,2310,78.16,85.41,30,1,NA,NA,5,2,1900,NA,14,NA,NA,1900,NA,14,2,NA,4,2,NA,NA,NA,NA,NA,NA,8,NA,NA,1,3,3,4,4,NA,1,1,NA,1,2,2,2,NA,1,1,2,4,2,2,3,50,10,6
1,1,1,40,2,15,2,2,5,5,1,3122,45.94,40.54,50,1,NA,NA,2,1,NA,15,15,NA,17,NA,17,17,1,1,4,4,NA,NA,NA,NA,NA,NA,4,2,2,2,2,1,1,3,3,1,3,1,1,3,1,1,1,2,2,2,2,4,3,4,90,9,1
1,1,2,46,3,2,4,3,3,3,2,NA,NA,NA,20,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,1,3,4,3,2,2,2,2,1,2,NA,1,2,1,NA,1,3,4,2,2,5,90,9,1
1,1,2,67,4,7,4,5,5,7,4,NA,NA,NA,NA,NA,NA,2,1,NA,NA,1,1,NA,20,NA,20,20,1,1,7,2,1984,37,5,1,NA,2,10,5,3,NA,1,2,4,1,2,1,1,NA,1,3,2,2,2,1,5,NA,NA,NA,NA,NA,10,7,3
1,1,1,84,5,7,4,3,3,3,4,NA,NA,NA,NA,NA,NA,2,2,2,NA,14,14,NA,NA,NA,14,14,2,NA,7,3,1980,41,5,2,NA,2,7,3,2,NA,3,2,1,2,1,1,1,NA,NA,NA,2,1,2,1,3,NA,NA,NA,NA,NA,10,8,5
2,1,2,74,4,17,1,4,5,5,4,NA,NA,NA,NA,NA,NA,2,3,1,NA,6,6,NA,9,NA,9,9,1,1,7,4,NA,NA,NA,NA,NA,NA,9,3,2,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,3,4,3,2,2,5,160,4,4
2,1,2,66,4,16,1,3,3,3,4,NA,NA,NA,NA,NA,NA,2,1,NA,NA,8,8,NA,NA,NA,NA,NA,NA,NA,7,3,1986,35,1,NA,1,2,8,3,3,1,2,1,1,3,3,1,2,2,1,3,2,2,1,1,2,5,5,1,2,3,150,5,3
1,1,1,51,3,2,4,2,3,3,1,7522,39.99,25.23,40,1,NA,NA,1,NA,NA,16,16,NA,16,NA,16,16,1,2,7,4,NA,NA,NA,NA,NA,NA,7,2,1,2,2,4,4,3,4,1,3,2,1,2,1,1,1,1,4,1,2,5,5,5,90,2,2
1,3,1,NA,NA,8,4,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,1,3,NA,NA,NA,NA,NA,1,7,3,NA,NA,1,2,1,3,1,4,1,NA,1,3,1,1,1,1,2,NA,NA,NA,NA,NA,50,8,6
2,1,1,82,5,17,1,2,3,3,4,NA,NA,NA,NA,NA,NA,2,1,NA,NA,11,11,NA,15,NA,15,15,1,1,4,3,NA,NA,NA,NA,NA,NA,6,2,1,2,2,4,1,1,3,2,1,1,1,1,1,1,1,1,4,3,2,3,3,3,160,NA,5
1,1,1,43,2,3,4,5,4,4,1,3323,48.86,56.35,41.5,2,5,NA,5,1,1890,NA,14,4000,NA,4000,NA,21,1,1,4,1,NA,NA,NA,NA,NA,NA,3,2,2,2,2,3,2,3,3,2,3,1,1,NA,1,1,1,1,4,2,2,4,5,3,111,10,7
1,2,1,63,4,7,4,5,5,5,4,NA,NA,NA,NA,NA,NA,4,4,2,NA,5,5,NA,NA,NA,5,5,2,NA,4,3,NA,NA,NA,NA,NA,NA,7,3,1,1,1,2,2,2,3,1,1,2,1,3,1,1,1,1,4,5,5,1,1,2,30,7,5
1,1,2,38,2,9,4,3,5,5,2,2351,62.28,77.88,25.5,1,NA,NA,1,NA,NA,9,9,NA,22,NA,22,22,1,5,7,4,NA,NA,NA,NA,NA,NA,8,4,4,2,2,2,4,3,3,1,2,2,1,3,NA,2,2,1,3,2,3,3,3,5,70,4,1
1,1,1,43,2,8,4,5,5,7,1,1120,64.51,70.34,40,NA,NA,NA,1,NA,5000,NA,23,8500,NA,8500,NA,25,1,2,7,1,9000,43,NA,2,NA,2,7,4,4,2,3,2,3,3,3,2,1,2,1,3,2,2,1,1,2,2,3,3,4,5,50,10,7
1,1,2,41,2,2,4,4,5,5,1,3412,49,52.72,39,1,NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA,NA,1,2,7,5,2005,16,2,1,NA,1,7,3,2,NA,3,3,3,3,3,2,2,NA,1,2,1,1,1,1,2,NA,NA,NA,NA,NA,80,4,4
1,1,1,18,1,6,4,7,NA,NA,4,NA,NA,NA,NA,NA,NA,1,5,2,NA,NA,NA,15000,NA,15000,NA,26,1,2,7,3,NA,NA,NA,NA,NA,NA,9,4,3,1,3,1,2,2,4,3,2,2,1,3,1,2,2,2,1,4,5,2,2,4,60,10,4
1,1,2,62,4,8,4,2,3,3,2,5223,42.78,28.48,20,1,NA,NA,3,2,NA,6,6,NA,NA,NA,6,6,2,NA,7,2,2009,12,3,1,NA,1,8,3,3,2,2,2,3,3,3,2,1,2,1,3,1,1,1,1,3,3,3,2,3,3,50,10,7
2,1,1,42,2,14,1,4,5,5,1,1120,64.51,70.34,80,NA,NA,NA,1,NA,NA,21,21,NA,NA,NA,NA,NA,1,2,7,4,2016,5,5,NA,1,1,8,3,2,2,2,2,2,3,3,2,1,1,1,2,2,2,1,2,2,2,5,4,3,5,130,1,1
2,1,2,61,4,12,1,3,3,3,1,7132,29,24.49,40,1,3,NA,1,NA,NA,9,9,NA,14,NA,14,14,1,1,4,1,2018,3,5,NA,2,2,8,2,4,NA,2,1,4,3,3,1,2,NA,1,3,1,2,1,2,2,NA,NA,NA,NA,NA,130,8,5
1,1,2,71,4,6,4,2,3,3,4,NA,NA,NA,NA,NA,NA,2,3,2,NA,15,15,NA,NA,NA,15,15,2,NA,6,3,1959,62,3,1,NA,1,9,3,3,1,2,2,3,3,3,1,2,2,1,3,1,2,1,1,3,4,4,2,2,4,60,8,6
1,1,2,71,4,2,4,3,2,2,4,NA,NA,NA,NA,NA,NA,2,1,NA,NA,6,6,NA,16,NA,16,16,1,1,6,1,1960,61,6,2,NA,2,NA,3,3,NA,2,2,3,4,3,1,2,NA,1,2,1,2,1,2,3,NA,NA,NA,NA,NA,90,10,7
1,1,1,63,4,2,4,5,5,7,1,1120,64.51,70.34,40,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,7,4,1997,24,1,NA,NA,2,8,3,2,NA,3,4,2,1,1,1,1,NA,1,2,2,2,1,2,2,NA,NA,NA,NA,NA,90,9,1
1,1,1,35,2,1,4,4,5,7,1,3115,46,53.77,45,1,NA,NA,1,NA,NA,23,23,NA,25,NA,25,25,1,2,7,2,2015,6,1,2,NA,1,8,3,3,NA,4,2,3,3,4,1,2,NA,1,1,1,1,1,1,2,NA,NA,NA,NA,NA,80,5,2
2,1,2,24,1,11,3,5,5,6,3,NA,NA,NA,NA,NA,NA,1,5,2,440,NA,4,NA,14,NA,14,14,1,2,4,1,2020,1,3,NA,1,1,7,3,3,NA,2,1,3,4,4,1,2,NA,1,3,1,2,2,2,1,NA,NA,NA,NA,NA,160,8,6
1,1,2,55,3,2,4,2,3,3,4,NA,NA,NA,NA,NA,NA,2,5,2,NA,6,6,NA,NA,NA,6,6,2,NA,7,4,NA,NA,NA,NA,NA,NA,5,1,1,2,1,1,4,4,4,1,3,2,1,3,1,1,1,1,5,1,2,4,4,2,90,3,3
1,1,1,62,4,NA,NA,5,4,4,1,8121,41.13,30.32,35,1,NA,NA,1,NA,NA,15,15,NA,21,NA,21,21,1,2,7,2,2001,20,1,2,NA,1,10,2,3,1,3,2,3,2,2,2,1,2,1,2,2,2,1,1,2,4,4,1,3,5,80,8,5
1,1,1,47,3,9,4,3,3,3,1,3341,48.81,62.13,39.5,1,4,NA,5,1,1982,NA,14,3300,NA,3300,NA,19,1,3,7,4,NA,NA,NA,NA,NA,NA,7,2,2,2,2,3,2,4,4,2,2,1,1,1,1,1,1,1,3,2,2,4,4,4,70,1,1
2,1,1,64,4,15,1,3,3,3,4,NA,NA,NA,NA,NA,NA,2,1,NA,NA,9,9,NA,16,NA,16,16,1,2,7,4,9000,64,NA,NA,2,2,6,2,1,2,1,4,3,3,4,1,3,2,1,1,1,1,1,2,3,3,3,3,3,4,140,5,2
2,1,2,52,3,13,1,3,3,3,1,3212,54.58,57.37,40,1,NA,NA,1,NA,NA,13,13,NA,21,NA,21,21,1,2,7,2,NA,NA,NA,NA,NA,NA,7,4,2,2,3,3,3,2,3,3,3,1,1,1,1,1,1,1,2,4,3,2,2,4,120,9,4
1,1,1,61,4,2,4,2,3,3,1,6130,43.53,17.79,55,NA,NA,NA,1,NA,NA,21,21,NA,23,NA,23,23,1,2,7,4,9000,61,NA,2,NA,2,9,3,2,NA,3,2,3,3,3,2,2,NA,1,1,1,2,1,1,1,NA,NA,NA,NA,NA,90,3,3
1,1,1,82,5,2,4,2,5,5,4,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,6,4,1946,75,1,2,NA,2,10,3,3,NA,2,3,1,3,4,1,2,NA,1,2,1,1,1,1,3,NA,NA,NA,NA,NA,90,7,3
2,1,1,62,4,15,1,3,3,3,1,8219,39.34,24.68,40,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,7,4,9000,62,NA,NA,1,1,6,2,2,NA,1,4,4,3,3,1,3,NA,2,NA,1,2,1,1,3,NA,NA,NA,NA,NA,140,9,3
1,1,2,29,1,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,2,2,1,3,4,4,2,2,2,1,3,2,2,2,1,NA,NA,NA,NA,NA,NA,40,10,7
1,1,1,27,1,2,4,4,5,6,1,2512,51,74.66,35,1,NA,NA,5,2,NA,15,15,NA,NA,NA,15,15,2,NA,4,4,2020,1,4,1,NA,1,3,2,3,2,3,2,4,4,4,1,1,2,1,2,2,2,1,1,4,2,2,4,4,2,90,7,3
1,2,2,32,2,1,4,5,5,7,2,2212,78.01,81.92,32.5,1,4,NA,5,1,NA,20,20,NA,NA,NA,20,20,2,NA,4,1,2008,13,6,2,NA,1,7,4,4,2,2,2,4,4,4,1,2,2,1,3,1,1,1,1,2,2,3,3,4,5,111,10,7
2,1,2,34,2,16,1,5,5,6,4,NA,NA,NA,NA,NA,NA,4,1,NA,NA,NA,NA,NA,21,NA,21,21,1,2,7,3,2017,4,1,NA,2,2,9,4,3,1,2,2,3,2,2,1,1,2,1,3,2,1,2,1,1,3,4,2,2,5,120,9,4
2,1,1,49,3,16,1,3,3,3,1,4321,30.28,32.5,40,NA,NA,NA,4,1,NA,12,12,NA,NA,NA,NA,NA,1,1,7,4,9000,49,NA,NA,2,2,6,2,2,NA,2,2,2,3,3,1,2,NA,2,NA,1,2,1,1,3,NA,NA,NA,NA,NA,150,4,1
1,1,2,47,3,1,4,2,3,3,2,9112,20,14.21,20,2,NA,NA,1,NA,NA,6,6,NA,20,NA,20,20,1,2,6,3,2011,10,1,2,NA,2,6,3,1,2,1,2,4,4,4,1,2,1,2,NA,1,1,1,1,3,2,2,4,5,3,80,4,3
2,3,2,41,2,95,NA,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,5,3,NA,NA,NA,NA,NA,NA,4,NA,3,1,2,NA,1,2,1,2,NA,NA,2,NA,1,2,NA,1,1,1,3,3,3,4,160,8,6
1,3,2,48,3,95,NA,6,5,7,2,2341,57,76.49,32,1,4,NA,1,NA,NA,13,13,NA,26,NA,26,26,1,3,5,1,NA,NA,NA,NA,NA,NA,6,NA,3,1,2,3,NA,1,1,1,2,1,1,2,2,2,2,2,1,3,4,3,2,5,90,10,7
1,1,1,70,4,6,4,NA,3,3,4,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,5,3,NA,NA,NA,NA,NA,NA,8,NA,2,2,1,4,2,2,4,2,2,1,1,NA,1,1,1,1,4,4,4,3,3,4,30,4,4
1,1,2,69,4,NA,NA,2,3,3,4,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,NA,NA,NA,NA,5,NA,NA,1,1,NA,NA,2,1,1,1,1,1,3,1,2,1,1,3,3,4,2,3,1,30,8,6
2,1,1,40,2,13,1,5,3,3,2,1120,64.51,70.34,NA,NA,NA,NA,1,NA,NA,1,1,NA,20,NA,20,20,1,3,5,1,2000,21,4,NA,1,1,8,NA,3,2,2,2,3,3,3,2,1,2,1,3,2,1,NA,2,2,2,5,2,3,5,120,7,6
2,1,1,NA,NA,13,1,5,5,7,1,NA,NA,NA,40,1,4,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,7,1,2001,20,2,NA,1,2,10,3,3,1,4,3,3,3,3,2,1,2,1,2,2,1,1,1,1,5,5,1,3,4,120,7,6
1,3,2,36,2,95,NA,5,5,7,4,NA,NA,NA,NA,NA,NA,6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,3,3,2016,5,NA,NA,NA,NA,NA,2,2,1,2,1,2,2,3,2,2,2,1,2,2,2,1,1,2,2,2,3,3,2,50,7,3
1,1,1,67,4,3,4,2,3,3,3,NA,NA,NA,NA,NA,NA,2,1,NA,1000,NA,9,NA,NA,NA,NA,NA,1,1,5,4,2008,13,6,2,NA,2,8,2,2,NA,2,1,1,4,4,1,2,NA,1,1,1,1,1,1,4,NA,NA,NA,NA,NA,80,3,3
2,NA,2,58,3,15,1,1,3,3,1,3353,54.64,54.27,44,1,NA,NA,4,1,NA,13,13,3800,NA,3800,NA,20,1,1,7,1,9000,58,NA,NA,2,2,4,2,4,1,3,1,3,2,4,1,1,2,1,1,1,1,1,1,3,3,3,3,3,3,140,8,6
1,1,2,79,5,8,4,2,2,2,4,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,20,NA,20,20,1,1,6,1,NA,NA,NA,NA,NA,NA,5,3,3,1,1,NA,NA,2,3,2,1,1,1,2,1,NA,NA,NA,3,2,3,3,2,3,50,10,7
2,1,2,26,1,13,1,5,5,6,2,2342,49,58.77,38,1,NA,NA,5,2,2000,NA,15,NA,NA,2000,NA,15,2,NA,4,3,9000,26,NA,NA,2,2,8,3,2,NA,3,2,3,3,4,2,1,NA,1,2,1,2,2,2,2,NA,NA,NA,NA,NA,120,9,4
1,1,1,60,4,1,4,2,3,3,1,7126,34.01,29.16,40,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,7,4,1980,41,1,1,NA,1,7,2,2,NA,2,3,2,2,3,2,2,NA,1,1,1,2,1,2,2,NA,NA,NA,NA,NA,80,8,5
1,1,1,34,2,1,4,5,6,8,1,2320,57,72.3,43,1,1,NA,1,NA,3500,NA,20,5000,NA,5000,NA,23,1,1,5,4,NA,NA,NA,NA,NA,NA,7,3,3,1,3,3,2,3,3,1,1,NA,1,2,NA,2,2,2,1,3,3,3,4,4,10,7,3
1,1,2,30,2,8,4,5,5,7,1,2619,69.4,81.05,50,1,NA,NA,1,NA,NA,9,9,NA,20,NA,20,20,1,1,4,2,2019,2,4,2,NA,2,7,3,2,NA,3,3,3,3,4,2,1,NA,2,NA,1,2,1,1,3,NA,NA,NA,NA,NA,50,10,4
1,1,2,59,3,2,4,5,5,6,4,NA,NA,NA,NA,NA,NA,3,1,NA,NA,13,13,NA,19,NA,19,19,1,1,4,2,2020,1,6,1,NA,1,3,3,3,1,2,4,4,4,2,3,1,1,2,NA,1,2,2,2,4,2,2,3,3,5,90,10,4
1,1,1,73,4,7,4,2,3,3,4,NA,NA,NA,NA,NA,NA,2,4,1,NA,10,10,NA,NA,NA,10,10,2,NA,4,3,1979,42,1,2,NA,2,9,2,3,NA,2,3,3,2,2,1,1,NA,1,3,1,2,1,2,2,NA,NA,NA,NA,NA,50,5,3
1,1,2,29,1,7,4,3,3,3,1,7222,39.96,33.16,40.5,1,NA,NA,5,1,NA,16,16,NA,20,NA,20,20,1,1,4,3,9000,29,NA,2,NA,2,5,2,3,NA,1,3,3,2,2,1,2,NA,NA,NA,1,1,1,1,2,NA,NA,NA,NA,NA,30,7,5
1,1,2,68,4,7,4,4,5,7,3,NA,NA,NA,NA,NA,NA,2,1,NA,NA,15,15,NA,NA,NA,NA,NA,1,1,7,5,9000,68,NA,2,NA,2,10,3,3,NA,2,3,2,2,2,2,1,NA,2,NA,2,2,2,2,2,4,4,NA,2,5,30,7,3
1,1,1,69,4,7,4,4,5,7,4,NA,NA,NA,NA,NA,NA,2,1,NA,NA,18,18,NA,19,NA,19,19,1,1,7,3,1963,58,3,1,NA,1,7,3,4,NA,2,2,3,3,3,2,2,NA,1,3,1,2,2,2,3,NA,NA,NA,NA,NA,30,NA,4
1,1,1,69,4,2,4,2,5,5,4,NA,NA,NA,NA,NA,NA,2,1,NA,NA,15,15,NA,NA,NA,15,15,2,NA,6,3,2017,4,4,2,NA,2,7,3,3,1,3,4,3,3,2,2,2,1,1,1,1,2,1,1,3,4,3,3,3,5,60,10,4
1,1,1,29,1,11,4,5,5,7,1,2310,78.16,85.41,39.5,3,NA,NA,5,1,NA,17,17,NA,22,NA,22,22,1,1,3,1,2013,8,3,2,NA,2,9,4,3,NA,3,3,3,3,2,2,2,NA,1,2,1,2,1,1,1,NA,NA,NA,NA,NA,20,10,7
2,1,1,53,3,15,1,3,5,5,4,NA,NA,NA,NA,NA,NA,2,1,NA,NA,13,13,NA,18,NA,18,18,1,1,7,4,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,2,4,3,4,1,2,2,1,3,1,2,1,1,4,2,2,4,4,3,140,NA,NA
1,1,2,63,4,8,4,5,4,4,4,NA,NA,NA,NA,NA,NA,2,1,NA,NA,14,14,NA,20,NA,20,20,1,1,7,2,NA,NA,NA,NA,NA,NA,8,3,3,2,3,3,2,2,2,2,2,1,1,2,1,2,2,2,2,4,4,2,2,4,50,8,6
1,2,1,65,4,95,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,2,1,NA,NA,13,13,NA,15,NA,15,15,1,3,3,1,NA,NA,NA,NA,NA,NA,9,2,1,1,1,NA,3,4,4,1,4,2,1,3,2,2,2,2,3,4,4,2,1,4,111,10,7
1,1,2,58,3,7,4,2,3,3,1,1420,45.13,51.56,40,1,NA,NA,1,NA,NA,20,20,NA,22,NA,22,22,1,1,7,4,9000,58,NA,2,NA,2,8,3,3,NA,1,3,3,2,2,3,1,NA,1,2,1,1,1,1,2,NA,NA,NA,NA,NA,30,4,4
2,1,1,67,4,12,1,2,3,3,3,NA,NA,NA,NA,NA,NA,2,5,2,NA,6,6,NA,NA,NA,6,6,2,NA,1,3,NA,NA,NA,NA,NA,NA,7,1,1,2,1,1,4,4,4,1,4,2,1,3,1,1,1,1,3,4,4,2,2,2,120,4,4
1,1,1,52,3,2,4,3,5,5,1,4132,45,40.56,40,2,5,NA,5,1,2750,NA,18,NA,NA,NA,NA,NA,1,1,4,4,2010,11,4,1,NA,1,2,3,2,NA,3,2,3,3,3,2,3,NA,1,3,2,1,1,1,2,NA,NA,NA,NA,NA,70,9,3
2,1,1,55,3,16,1,3,3,3,1,3119,46,51.35,38,3,NA,NA,1,NA,2100,NA,15,4000,NA,4000,NA,21,1,1,7,3,1972,49,2,NA,2,1,9,2,2,2,3,3,3,3,3,2,2,1,1,2,2,2,2,1,1,4,5,2,2,5,150,5,3
1,1,1,62,4,6,4,2,3,3,2,7233,42.17,31.72,30,1,NA,NA,1,NA,NA,16,16,NA,21,NA,21,21,1,2,7,4,NA,NA,NA,NA,NA,NA,9,3,NA,NA,3,3,3,3,3,3,2,2,1,3,1,2,1,1,2,4,4,2,2,5,60,3,3
1,1,1,66,4,5,4,3,3,3,4,NA,NA,NA,NA,NA,NA,2,1,NA,NA,17,17,NA,18,NA,18,18,1,1,7,2,NA,NA,NA,NA,NA,NA,7,4,3,2,3,3,2,2,3,2,1,2,1,2,1,2,1,2,3,3,3,2,2,5,10,9,4
1,1,2,26,1,8,4,5,5,6,4,NA,NA,NA,NA,NA,NA,1,5,2,NA,4,4,NA,22,NA,22,22,1,3,4,1,NA,NA,NA,NA,NA,NA,7,4,4,2,3,3,4,2,NA,1,1,2,1,3,2,2,NA,1,2,1,1,4,4,2,50,10,6
1,1,2,83,5,1,4,4,5,7,4,NA,NA,NA,NA,NA,NA,2,3,2,NA,19,19,NA,NA,NA,19,19,2,NA,6,3,NA,NA,NA,NA,NA,NA,7,4,2,1,2,3,1,1,2,2,1,2,1,2,1,NA,1,2,4,3,3,4,3,2,60,7,3
1,1,2,54,3,7,4,3,3,3,2,4110,42.09,43.33,4.5,3,NA,NA,1,NA,NA,8,8,NA,18,NA,18,18,1,3,7,3,1996,25,1,2,NA,2,6,3,3,NA,2,3,3,3,3,2,2,NA,1,3,2,2,2,2,3,NA,NA,NA,NA,NA,30,NA,4
1,1,2,86,5,5,4,2,3,3,4,NA,NA,NA,NA,NA,NA,2,3,2,NA,12,12,NA,NA,NA,12,12,2,NA,7,2,2000,21,1,2,NA,2,4,2,3,1,1,1,3,1,3,1,1,1,1,1,1,2,1,1,4,NA,NA,NA,NA,3,10,9,4
1,1,2,52,3,6,4,3,3,3,2,3359,54.64,64.4,NA,1,NA,NA,1,NA,NA,15,15,NA,23,NA,23,23,1,2,7,4,1976,45,1,2,NA,2,9,4,4,1,3,2,3,3,3,2,1,2,1,3,1,2,1,2,2,3,2,3,4,4,60,9,3
1,1,2,31,2,2,4,5,5,6,4,NA,NA,NA,NA,NA,NA,5,5,1,NA,9,9,NA,20,NA,20,20,1,3,5,4,9000,31,NA,2,NA,2,8,3,2,1,3,2,1,2,3,1,1,1,1,2,1,2,1,1,2,5,5,2,3,5,90,9,1
1,1,1,44,2,95,NA,3,5,5,1,3122,45.94,40.54,48,1,NA,NA,1,NA,2800,NA,18,4300,NA,4300,NA,21,1,3,7,4,1992,29,6,2,NA,2,6,2,3,NA,3,3,2,2,2,2,2,NA,2,NA,1,1,1,2,3,NA,NA,NA,NA,NA,50,5,4
