respid,age,sex,wohnort,isced97,work,dw15,mstat,hhincc,hs04_r,hs06,hs07,hs05_r,hs09_r,distress,im17_r,im18_r,im19_r,im20_r,im21_r,soz.u,soz.u_na,soz.u_rmt,distress_na,distress_rmt
2788,40,1,Urban,5,1,38,5,17,4,3,3,3,1,14,3,1,2,1,1,8,8,8,14,14
2789,42,1,Urban,3,1,38.5,NA,13,3,3,3,3,1,13,2,2,1,2,2,9,9,9,13,13
2790,57,2,Rural,3,2,20,1,19,3,3,3,2,3,14,3,3,1,1,2,10,10,10,14,14
2791,28,1,Urban,4,1,43.5,5,19,3,2,2,2,1,10,2,1,4,4,3,14,14,14,10,10
2792,51,1,Rural,5,1,55,1,20,3,2,2,2,1,10,2,2,3,3,3,13,13,13,10,10
2793,53,1,Rural,3,1,38.5,1,20,3,3,3,3,2,14,3,4,2,1,1,11,11,11,14,14
2795,32,1,Urban,5,1,46,5,17,4,4,3,3,3,17,2,2,4,3,2,13,13,13,17,17
2799,29,2,Urban,5,2,20.5,5,NA,3,1,1,2,1,8,1,2,4,3,4,14,14,14,8,8
2800,59,1,Rural,5,1,60,1,21,4,3,2,4,2,15,2,3,3,1,2,11,11,11,15,15
2802,40,2,Urban,4,1,40,5,22,3,2,3,3,1,12,3,2,2,2,2,11,11,11,12,12
2805,71,1,Urban,5,4,NA,1,NA,1,2,3,1,1,8,4,4,2,2,1,13,13,13,8,8
2806,41,1,Urban,4,4,NA,5,16,5,4,4,5,3,21,3,3,3,3,3,15,15,15,21,21
2808,37,2,Urban,5,1,37.5,1,19,4,2,5,2,2,15,3,3,3,1,1,11,11,11,15,15
2809,28,1,Urban,5,1,44.5,1,19,4,4,3,3,1,15,3,3,1,1,2,10,10,10,15,15
2810,58,2,Rural,3,2,25,1,18,5,4,4,4,1,18,3,3,2,2,3,13,13,13,18,18
2811,47,2,Rural,3,2,20,1,15,3,3,4,3,1,14,3,3,1,1,1,9,9,9,14,14
2812,73,1,Urban,5,3,NA,1,20,1,2,2,2,1,8,1,2,3,3,3,12,12,12,8,8
2814,57,1,Urban,3,4,NA,5,10,2,4,4,5,3,18,2,3,2,1,2,10,10,10,18,18
2816,77,1,Rural,5,4,NA,1,NA,3,2,2,2,1,10,2,3,3,4,3,15,15,15,10,10
2818,65,1,Rural,3,4,NA,1,NA,3,2,3,3,3,14,3,2,3,3,2,13,13,13,14,14
2822,57,2,Urban,3,1,40,1,21,3,2,2,2,1,10,3,3,1,1,1,9,9,9,10,10
2823,NA,NA,Urban,3,1,40,1,NA,4,3,3,2,1,13,3,3,2,1,2,11,11,11,13,13
2824,65,1,Urban,3,4,NA,1,15,2,3,3,3,3,14,2,2,2,2,2,10,10,10,14,14
2825,27,2,Urban,3,1,40,1,21,5,4,4,5,3,21,3,2,1,2,1,9,9,9,21,21
2826,63,2,Urban,4,3,NA,1,NA,5,4,4,5,4,22,3,2,3,3,2,13,13,13,22,22
2828,60,1,Urban,5,1,35,1,16,3,2,3,3,1,12,3,1,3,3,2,12,12,12,12,12
2829,63,1,Urban,3,1,NA,1,NA,3,2,2,1,1,9,2,2,2,3,2,11,11,11,9,9
2830,66,2,Rural,3,4,NA,1,19,1,5,3,1,1,11,2,3,1,1,2,9,9,9,11,11
2831,53,2,Rural,4,2,25.5,5,26,4,3,3,1,1,12,2,1,2,2,3,10,10,10,12,12
2833,37,2,Urban,5,4,NA,1,17,4,2,3,3,1,13,3,3,1,1,1,9,9,9,13,13
2835,78,1,Urban,5,4,NA,1,17,1,2,2,2,2,9,4,2,3,2,2,13,13,13,9,9
2836,66,1,Urban,5,2,20,1,NA,3,3,2,3,2,13,4,3,4,4,4,19,19,19,13,13
2837,44,2,Urban,5,1,48,1,22,4,3,3,3,2,15,2,3,1,1,2,9,9,9,15,15
2838,38,2,Rural,5,2,26.5,1,25,4,3,4,3,1,15,1,2,3,2,3,11,11,11,15,15
2839,70,1,Urban,2,4,NA,2,9,3,4,3,4,4,18,2,3,2,3,1,11,11,11,18,18
2840,64,1,Urban,3,3,NA,1,NA,3,3,5,4,3,18,3,2,1,3,2,11,11,11,18,18
2841,68,2,Urban,5,4,NA,1,NA,3,3,3,3,2,14,3,4,1,2,2,12,12,12,14,14
2842,42,2,Rural,3,2,22,1,14,3,4,3,3,1,14,4,3,1,1,1,10,10,10,14,14
2843,19,1,Urban,3,4,NA,5,22,5,3,1,2,1,12,3,2,2,1,1,9,9,9,12,12
2847,64,1,Rural,5,1,40,1,22,3,1,2,1,1,8,2,2,3,3,2,12,12,12,8,8
2850,18,2,Urban,3,3,NA,5,NA,1,4,4,4,4,17,3,1,1,3,2,10,10,10,17,17
2851,36,2,Urban,5,1,33.5,5,18,4,2,2,2,1,11,2,3,2,2,2,11,11,11,11,11
2852,79,2,Rural,5,4,NA,1,11,1,3,3,1,1,9,1,3,3,4,1,12,12,12,9,9
2853,40,2,Urban,4,2,24,1,19,4,4,3,3,1,15,2,2,2,2,2,10,10,10,15,15
2855,54,2,Urban,5,2,32,1,26,2,3,4,3,3,15,3,3,1,2,1,10,10,10,15,15
2857,79,2,Urban,5,4,NA,4,18,3,2,3,3,3,14,2,2,3,3,3,13,13,13,14,14
2858,38,1,Rural,3,1,40,5,16,4,4,4,2,2,16,3,2,2,3,3,13,13,13,16,16
2864,28,2,Urban,5,3,NA,5,7,3,2,3,2,4,14,3,2,3,2,3,13,13,13,14,14
2865,66,2,Rural,5,4,NA,1,NA,3,2,3,1,1,10,2,2,2,2,3,11,11,11,10,10
2867,48,1,Urban,5,1,40,5,21,2,2,3,1,1,9,3,4,2,1,1,11,11,11,9,9
2868,79,2,Urban,5,4,NA,3,NA,2,3,4,4,4,17,4,3,2,2,3,14,14,14,17,17
2871,64,2,Urban,3,4,NA,5,NA,1,2,2,3,1,9,1,1,4,1,4,11,11,11,9,9
2873,80,1,NA,5,4,NA,1,NA,2,5,4,3,1,15,3,2,2,2,2,11,11,11,15,15
2875,26,1,Urban,5,1,45,5,19,4,3,3,3,4,17,3,3,2,1,2,11,11,11,17,17
2877,51,2,Urban,3,2,35,3,20,4,4,3,4,3,18,3,2,2,2,2,11,11,11,18,18
2879,81,2,Urban,3,4,NA,1,11,2,3,3,3,2,13,3,3,4,4,2,16,16,16,13,13
2883,80,2,Rural,3,4,NA,4,NA,2,2,3,2,3,12,4,3,4,3,2,16,16,16,12,12
2885,40,1,Rural,5,1,50,2,17,4,4,3,4,2,17,3,4,4,2,2,15,15,15,17,17
2886,46,2,NA,3,2,20,1,NA,3,2,2,2,1,10,2,1,2,3,3,11,11,11,10,10
2889,74,2,Rural,5,4,NA,3,9,2,2,2,3,1,10,4,4,4,4,4,20,20,20,10,10
2890,66,2,Urban,3,4,NA,1,NA,1,1,2,1,3,8,3,4,4,2,2,15,15,15,8,8
2891,51,1,Rural,3,1,40,1,16,5,5,5,4,1,20,3,1,1,2,1,8,8,8,20,20
2893,82,1,Urban,3,4,NA,1,15,3,3,3,4,3,16,3,1,4,4,2,14,14,14,16,16
2894,43,1,Urban,4,1,41.5,5,21,4,4,5,4,3,20,3,2,3,2,2,12,12,12,20,20
2895,63,1,Urban,5,4,NA,4,5,1,1,1,1,4,8,4,3,3,3,2,15,15,15,8,8
2896,38,2,Rural,5,2,25.5,1,22,4,3,3,3,1,14,3,3,1,2,2,11,11,11,14,14
2897,43,1,Urban,5,1,40,1,25,4,3,4,3,1,15,2,3,2,2,2,11,11,11,15,15
2899,18,1,Urban,NA,4,NA,5,26,2,2,2,1,2,9,2,4,3,3,1,13,13,13,9,9
2900,62,2,Urban,3,2,20,3,6,3,2,3,3,3,14,3,3,2,2,2,12,12,12,14,14
2901,42,1,Rural,5,1,80,1,NA,4,4,3,1,1,13,3,3,3,2,2,13,13,13,13,13
2903,71,2,Urban,3,4,NA,3,15,2,2,2,2,2,10,3,3,2,2,2,12,12,12,10,10
2908,55,2,Rural,3,4,NA,5,6,5,4,4,4,4,21,4,4,1,1,1,11,11,11,21,21
2909,62,1,Urban,4,1,35,1,21,2,1,3,2,1,9,2,3,2,3,3,13,13,13,9,9
2910,47,1,Rural,3,1,39.5,5,19,4,4,4,4,2,18,3,2,3,1,1,10,10,10,18,18
2911,64,1,Rural,3,4,NA,1,16,3,3,3,3,2,14,4,1,2,2,1,10,10,10,14,14
2912,52,2,Urban,3,1,40,1,21,2,2,2,3,2,11,2,2,2,3,2,11,11,11,11,11
2917,27,1,Rural,5,1,35,5,15,4,4,4,4,4,20,2,3,1,1,1,8,8,8,20,20
2918,32,2,Urban,5,2,32.5,5,20,4,3,4,3,1,15,3,3,1,1,1,9,9,9,15,15
2919,34,2,Urban,5,4,NA,1,21,3,2,2,2,1,10,3,3,2,3,3,14,14,14,10,10
2921,47,2,Urban,3,2,20,1,20,4,4,5,4,3,20,4,3,1,1,1,10,10,10,20,20
2924,70,1,Urban,3,4,NA,1,NA,2,3,3,2,2,12,4,1,3,3,1,12,12,12,12,12
2926,40,1,Urban,3,2,NA,1,20,4,2,3,1,1,11,3,3,2,2,2,12,12,12,11,11
2927,NA,1,Urban,5,1,40,1,NA,1,1,3,1,2,8,1,2,2,2,2,9,9,9,8,8
2928,36,2,Urban,5,4,NA,1,NA,4,3,3,4,4,18,3,4,3,3,2,15,15,15,18,18
2930,58,2,Urban,3,1,44,4,20,3,3,3,3,3,15,2,4,2,3,1,12,12,12,15,15
2934,34,1,Rural,6,1,43,1,23,3,3,4,3,2,15,2,2,3,2,2,11,11,11,15,15
2936,59,2,Urban,5,4,NA,1,19,4,3,3,4,1,15,3,1,1,1,3,9,9,9,15,15
2941,69,1,Urban,5,4,NA,1,15,2,3,3,3,1,12,2,1,2,2,3,10,10,10,12,12
2943,53,1,Rural,5,4,NA,1,18,4,4,4,4,3,19,3,3,1,2,1,10,10,10,19,19
2944,63,2,Urban,4,4,NA,1,20,2,2,2,2,2,10,2,2,3,3,3,13,13,13,10,10
2947,67,1,Urban,3,3,NA,5,6,2,2,2,2,4,12,4,4,1,1,1,11,11,11,12,12
2949,55,1,Urban,3,1,38,1,21,2,2,2,1,1,8,2,2,2,2,2,10,10,10,8,8
2950,62,1,Rural,3,2,30,1,21,2,2,2,2,1,9,2,2,2,2,2,10,10,10,9,9
2951,66,1,Urban,3,4,NA,1,18,3,2,2,3,1,11,2,2,3,3,2,12,12,12,11,11
2953,83,2,Urban,5,4,NA,3,19,3,4,3,3,4,17,3,2,4,4,3,16,16,16,17,17
2956,52,2,Rural,3,2,NA,1,23,3,3,4,4,2,16,2,3,2,2,2,11,11,11,16,16
2957,31,2,Rural,5,4,NA,5,20,1,2,3,1,1,8,2,3,4,3,2,14,14,14,8,8
2959,44,1,Urban,5,1,45,5,19,3,2,2,3,2,12,1,2,3,2,3,11,11,11,12,12
2960,35,1,Rural,4,1,45,5,18,2,3,3,2,2,12,2,2,2,2,2,10,10,10,12,12
2961,41,1,Urban,5,1,45,1,24,4,2,2,3,2,13,3,3,4,3,3,16,16,16,13,13
2963,36,2,Urban,5,1,40,1,23,2,2,2,3,3,12,2,2,2,3,2,11,11,11,12,12
2964,60,1,Rural,3,4,NA,1,19,2,2,2,1,2,9,3,2,2,3,3,13,13,13,9,9
2968,44,1,Urban,5,1,40,5,NA,3,2,3,2,1,11,2,1,3,3,2,11,11,11,11,11
2969,85,2,Urban,5,4,NA,3,13,3,3,3,3,3,15,3,2,2,3,3,13,13,13,15,15
2970,50,2,Rural,4,2,36,1,24,4,3,4,3,2,16,2,2,3,2,3,12,12,12,16,16
2972,39,1,Urban,5,1,38,1,23,4,3,3,3,3,16,3,4,1,1,1,10,10,10,16,16
2974,73,2,Urban,3,4,NA,1,18,3,2,2,2,2,11,3,3,1,2,2,11,11,11,11,11
2975,85,1,Rural,5,4,NA,3,9,1,2,2,1,3,9,1,3,3,4,3,14,14,14,9,9
2978,95,1,Urban,6,4,NA,1,20,2,2,3,2,1,10,3,2,2,3,3,13,13,13,10,10
2980,63,2,Rural,3,2,37,1,17,4,4,4,3,2,17,3,3,3,3,2,14,14,14,17,17
2982,81,1,Urban,3,4,NA,3,7,1,2,2,2,1,8,4,4,2,2,1,13,13,13,8,8
2983,27,1,Urban,5,1,40,5,14,3,4,5,4,5,21,3,4,2,2,1,12,12,12,21,21
2984,66,1,Urban,5,3,NA,1,16,1,1,3,3,1,9,2,4,3,3,2,14,14,14,9,9
2987,NA,NA,Urban,3,4,NA,5,6,3,2,4,3,1,13,4,3,1,1,1,10,10,10,13,13
2988,52,1,Urban,3,1,44.5,4,11,4,4,3,4,4,19,3,3,2,2,1,11,11,11,19,19
2990,46,2,Urban,6,1,30,1,26,4,2,2,2,1,11,1,1,4,2,2,10,10,10,11,11
2992,89,1,Rural,5,4,NA,1,15,2,2,2,3,3,12,3,3,3,2,3,14,14,14,12,12
3000,30,1,Rural,5,1,39,5,16,4,2,3,3,3,15,3,3,3,4,2,15,15,15,15,15
3005,44,1,Urban,5,1,48,5,22,5,4,3,4,1,17,2,2,1,3,3,11,11,11,17,17
3006,76,1,Urban,3,4,NA,1,16,2,2,2,1,1,8,3,3,3,4,3,16,16,16,8,8
3008,30,2,Urban,5,2,18,1,22,4,4,3,3,2,16,2,3,3,2,2,12,12,12,16,16
3009,31,1,Urban,5,1,35,1,22,4,4,3,4,1,16,2,1,4,4,3,14,14,14,16,16
3010,69,1,Urban,6,4,NA,1,19,3,2,3,4,2,14,4,3,4,3,3,17,17,17,14,14
3013,35,2,Urban,5,3,NA,5,17,3,3,3,3,3,15,2,2,3,3,3,13,13,13,15,15
3014,59,1,Urban,5,1,37.5,1,21,2,2,2,1,1,8,3,2,3,1,4,13,13,13,8,8
3015,54,2,Urban,5,1,38.5,5,15,3,4,3,1,3,14,3,2,2,2,1,10,10,10,14,14
3019,18,2,Urban,3,1,35,5,7,2,3,4,3,3,15,3,3,2,3,1,12,12,12,15,15
3021,56,2,Urban,3,3,NA,1,NA,3,4,4,3,4,18,3,4,3,2,2,14,14,14,18,18
3022,32,2,Urban,4,4,NA,5,22,3,3,4,3,3,16,3,3,3,3,2,14,14,14,16,16
3025,73,1,Urban,3,4,NA,1,NA,3,3,3,3,2,14,2,2,2,2,2,10,10,10,14,14
3026,20,1,Rural,5,3,NA,5,17,3,2,2,2,2,11,1,3,3,3,2,12,12,12,11,11
3027,20,2,Urban,3,3,NA,5,25,4,2,2,2,4,14,3,3,4,3,3,16,16,16,14,14
3030,67,2,Rural,3,4,NA,2,9,2,2,2,3,1,10,3,3,3,3,2,14,14,14,10,10
3031,71,2,Urban,5,3,NA,1,19,4,2,2,3,1,12,4,2,2,2,2,12,12,12,12,12
3032,49,1,Rural,3,1,70,1,24,4,4,2,2,2,14,2,1,2,3,2,10,10,10,14,14
3033,66,1,Urban,3,4,NA,5,8,1,4,4,4,3,16,3,3,3,3,3,15,15,15,16,16
3034,58,1,Urban,4,1,40,1,23,2,2,2,2,2,10,2,2,3,3,3,13,13,13,10,10
3037,62,2,Rural,3,2,12,1,17,2,2,2,2,3,11,3,2,2,4,3,14,14,14,11,11
3038,51,2,Rural,3,2,25,1,NA,2,2,2,2,1,9,4,2,4,3,2,15,15,15,9,9
3040,67,1,Rural,3,4,NA,1,18,3,2,3,1,1,10,3,2,2,3,2,12,12,12,10,10
3041,69,2,Rural,2,4,NA,1,NA,3,2,3,3,3,14,2,3,2,2,2,11,11,11,14,14
3042,28,2,Urban,4,1,38,5,20,4,3,4,3,2,16,3,3,2,2,1,11,11,11,16,16
3043,88,1,Urban,5,4,NA,1,21,2,2,3,2,1,10,2,2,2,2,1,9,9,9,10,10
3044,59,2,Rural,3,2,24,1,20,3,2,3,2,1,11,2,3,1,2,2,10,10,10,11,11
3045,54,2,Urban,5,1,20,1,26,3,2,2,3,3,13,2,1,3,3,3,12,12,12,13,13
3049,71,2,Rural,3,4,NA,1,NA,1,4,5,5,3,18,4,3,1,2,2,12,12,12,18,18
3050,52,1,Rural,3,1,38,4,19,4,4,4,4,3,19,3,1,3,2,3,12,12,12,19,19
3053,55,1,Urban,4,1,42.5,5,11,4,4,3,3,4,18,2,4,1,2,2,11,11,11,18,18
3055,36,1,Rural,5,1,40,5,NA,2,2,2,2,3,11,3,2,3,2,2,12,12,12,11,11
3056,61,2,Urban,2,4,NA,1,23,2,3,4,3,2,14,3,2,4,3,2,14,14,14,14,14
3058,53,1,NA,5,4,NA,NA,NA,3,2,3,2,2,12,3,3,3,3,3,15,15,15,12,12
3061,78,1,Urban,5,4,NA,1,14,2,2,4,4,1,13,3,2,2,3,2,12,12,12,13,13
3062,61,2,Rural,5,1,45,1,24,3,3,3,3,2,14,2,2,3,3,3,13,13,13,14,14
3067,34,1,Urban,5,1,38,5,16,3,2,4,4,4,17,3,2,3,3,3,14,14,14,17,17
3069,49,2,Urban,3,2,28,1,NA,3,2,2,1,1,9,2,3,2,1,3,11,11,11,9,9
3071,30,2,Urban,5,1,39,5,19,4,3,4,4,3,18,2,2,2,3,3,12,12,12,18,18
3072,70,2,Rural,3,3,NA,4,NA,3,2,2,2,1,10,3,4,1,1,1,10,10,10,10,10
3073,57,2,Rural,5,1,40,1,23,4,3,2,3,1,13,3,4,3,2,2,14,14,14,13,13
3077,35,1,Urban,5,1,38.5,5,23,3,3,3,2,1,12,2,2,3,3,3,13,13,13,12,12
3079,37,2,Urban,3,4,NA,5,11,5,5,5,5,4,24,2,2,2,2,2,10,10,10,24,24
3080,70,1,Urban,3,4,NA,5,11,1,1,2,1,2,7,2,3,3,2,2,12,12,12,7,7
3082,40,1,Rural,5,1,50,5,22,5,4,3,4,2,18,1,1,1,1,1,5,5,5,18,18
3083,49,1,Urban,3,2,40.5,1,14,1,3,4,2,1,11,3,4,2,1,2,12,12,12,11,11
3087,77,2,Urban,3,4,NA,4,NA,3,3,4,2,1,13,3,4,3,3,3,16,16,16,13,13
3088,60,2,Urban,2,2,30,4,9,4,3,3,3,3,16,3,2,2,2,1,10,10,10,16,16
3089,79,1,Rural,3,4,NA,1,13,2,4,4,4,2,16,3,2,3,4,1,13,13,13,16,16
3093,39,1,Urban,5,1,40,1,23,4,3,4,4,1,16,3,3,4,3,2,15,15,15,16,16
3094,58,2,Urban,4,2,30,4,12,3,3,2,3,3,14,1,3,3,2,2,11,11,11,14,14
3095,77,2,Urban,5,4,NA,3,19,3,2,3,3,3,14,2,2,2,3,3,12,12,12,14,14
3098,50,1,Urban,5,1,40,5,24,4,3,2,2,1,12,3,4,2,2,1,12,12,12,12,12
3099,29,2,Rural,4,2,22,1,19,2,2,3,2,1,10,2,2,3,2,2,11,11,11,10,10
3103,51,2,Urban,3,1,40,4,18,4,4,3,4,3,18,4,4,2,2,3,15,15,15,18,18
3104,44,1,Urban,4,1,40,1,18,4,4,4,3,3,18,4,4,4,3,2,17,17,17,18,18
3106,44,1,Urban,5,1,40,1,23,2,2,2,2,2,10,2,2,1,4,3,12,12,12,10,10
3108,38,2,Rural,4,1,47.5,5,NA,2,2,2,1,1,8,2,3,3,3,2,13,13,13,8,8
3109,41,2,Rural,2,2,30,1,19,3,3,3,3,1,13,3,4,4,2,2,15,15,15,13,13
3111,61,2,Urban,5,2,35,4,22,3,3,3,3,2,14,2,3,1,2,2,10,10,10,14,14
3112,57,1,Rural,5,1,25,1,25,3,2,2,1,1,9,2,2,4,3,4,15,15,15,9,9
3113,77,2,Urban,3,NA,NA,3,14,3,2,3,3,3,14,4,4,2,2,2,14,14,14,14,14
3114,70,2,Rural,3,4,NA,1,11,2,2,3,2,2,11,2,2,2,1,1,8,8,8,11,11
3117,58,1,Urban,5,1,39.5,5,23,3,2,3,1,1,10,3,4,3,3,2,15,15,15,10,10
3118,33,1,Urban,5,1,40,5,25,2,3,3,1,1,10,1,1,3,3,3,11,11,11,10,10
3121,76,1,Urban,5,4,NA,1,NA,3,3,3,3,2,14,3,3,4,3,3,16,16,16,14,14
3124,53,1,Urban,5,1,40,1,NA,2,2,3,1,1,9,2,2,2,3,3,12,12,12,9,9
3125,72,2,Urban,5,3,NA,1,NA,5,3,1,3,2,14,3,2,3,3,2,13,13,13,14,14
3126,54,1,Rural,5,1,40,1,20,3,2,3,2,2,12,3,2,2,2,2,11,11,11,12,12
3127,50,2,Urban,5,1,40,1,21,4,3,4,4,3,18,2,1,1,2,2,8,8,8,18,18
3128,42,2,Urban,3,2,20,1,20,2,2,2,3,1,10,2,3,1,1,1,8,8,8,10,10
3129,54,1,Urban,5,1,35,1,25,2,2,3,2,1,10,2,1,3,3,3,12,12,12,10,10
3131,21,2,Urban,3,1,40,5,22,4,4,3,3,3,17,2,3,1,1,1,8,8,8,17,17
3132,20,1,Urban,3,4,NA,5,23,4,2,3,4,3,16,3,2,3,1,3,12,12,12,16,16
3134,55,2,Rural,3,2,20,NA,NA,3,3,3,4,1,14,2,3,3,2,1,11,11,11,14,14
3135,40,1,Urban,5,1,38,1,20,3,2,5,2,1,13,1,3,1,1,1,7,7,7,13,13
3137,81,2,Urban,3,4,NA,1,16,1,1,2,2,1,7,3,1,3,4,3,14,14,14,7,7
3138,63,2,Urban,5,1,39.5,5,15,4,3,2,3,4,16,3,4,2,2,2,13,13,13,16,16
3139,61,1,Urban,3,1,45,1,14,3,2,2,2,1,10,4,4,3,2,2,15,15,15,10,10
3140,59,1,Urban,3,1,41.5,1,15,3,3,4,4,4,18,3,3,1,1,2,10,10,10,18,18
3142,84,1,Urban,5,4,NA,1,17,3,3,4,4,1,15,3,3,3,4,3,16,16,16,15,15
3143,92,1,Urban,3,4,NA,3,18,1,3,5,4,4,17,4,2,3,1,1,11,11,11,17,17
3144,54,2,Urban,3,2,30,4,13,4,4,4,3,2,17,3,2,3,3,3,14,14,14,17,17
3145,30,1,Urban,5,1,35,1,20,2,2,2,1,1,8,2,4,1,1,1,9,9,9,8,8
3146,46,1,Rural,5,1,42,1,25,4,3,3,3,1,14,3,2,2,3,3,13,13,13,14,14
3147,85,1,Urban,5,NA,NA,1,17,2,2,3,2,1,10,2,1,4,3,4,14,14,14,10,10
3148,75,1,Rural,3,4,NA,1,NA,3,2,3,3,2,13,2,2,3,3,3,13,13,13,13,13
3149,40,2,Rural,3,1,38,5,NA,3,3,4,2,3,15,3,2,2,2,2,11,11,11,15,15
3150,44,1,Urban,4,2,30,4,23,3,3,4,4,2,16,3,3,2,2,1,11,11,11,16,16
3151,33,1,Rural,4,1,NA,1,18,3,3,3,3,2,14,1,1,2,4,2,10,10,10,14,14
3153,45,2,Urban,3,1,40,5,19,3,2,3,3,3,14,2,2,2,1,2,9,9,9,14,14
3154,66,1,Urban,5,4,NA,4,10,2,2,3,2,2,11,3,2,2,2,2,11,11,11,11,11
3155,69,1,Urban,5,4,NA,1,15,2,1,2,2,1,8,2,3,2,1,1,9,9,9,8,8
3159,60,2,Urban,5,2,30,3,14,4,4,3,2,1,14,3,1,2,3,1,10,10,10,14,14
3160,56,1,Rural,3,1,39,1,19,3,2,2,3,2,12,2,2,2,1,1,8,8,8,12,12
3165,64,2,Urban,3,3,NA,1,23,3,3,3,2,1,12,3,3,2,3,3,14,14,14,12,12
3166,68,2,Urban,3,4,NA,3,15,2,2,2,3,3,12,3,2,2,3,2,12,12,12,12,12
3167,49,2,Urban,5,2,31,1,23,4,3,2,3,2,14,2,2,2,1,2,9,9,9,14,14
3170,84,2,Urban,3,4,NA,3,8,2,3,4,3,3,15,3,2,2,3,2,12,12,12,15,15
3172,77,2,Urban,3,4,NA,3,14,3,4,5,4,3,19,3,1,1,1,2,8,8,8,19,19
3173,35,1,Urban,5,1,39,1,20,3,2,2,1,1,9,3,3,1,2,1,10,10,10,9,9
3175,45,2,Rural,3,1,44.5,1,20,3,3,3,3,1,13,2,3,1,2,2,10,10,10,13,13
3178,81,2,Urban,1,4,NA,1,13,1,3,1,4,2,11,3,3,1,2,2,11,11,11,11,11
3179,63,2,Rural,3,3,NA,2,13,4,4,3,4,2,17,2,3,3,2,2,12,12,12,17,17
3181,50,2,Rural,3,3,NA,1,NA,3,3,4,3,2,15,3,3,1,2,2,11,11,11,15,15
3182,67,1,Urban,3,4,NA,4,4,1,3,2,1,3,10,3,2,2,1,2,10,10,10,10,10
3183,69,1,Rural,5,3,NA,4,NA,1,1,3,1,1,7,2,3,3,1,1,10,10,10,7,7
3185,NA,2,Urban,3,2,30,1,NA,4,3,2,4,1,14,4,4,4,2,1,15,15,15,14,14
3186,81,1,Urban,5,4,NA,1,23,2,2,3,2,1,10,3,2,3,3,3,14,14,14,10,10
3187,49,1,Rural,5,1,55,1,24,3,3,3,3,2,14,2,2,3,2,3,12,12,12,14,14
3188,40,2,Rural,4,4,NA,1,NA,3,2,3,3,1,12,3,2,1,1,2,9,9,9,12,12
3189,80,2,Urban,3,4,NA,3,19,2,2,2,1,1,8,2,1,4,4,4,15,15,15,8,8
3190,33,2,Urban,3,1,40,1,22,4,3,3,4,3,17,2,2,2,2,3,11,11,11,17,17
3191,34,2,Urban,5,4,NA,1,21,2,2,2,1,1,8,1,1,1,3,2,8,8,8,8,8
3192,52,2,Urban,4,1,45,1,18,4,3,3,3,3,16,3,3,3,2,1,12,12,12,16,16
3195,46,2,Urban,3,2,27.5,1,19,3,2,2,3,1,11,2,2,2,3,3,12,12,12,11,11
3196,73,2,Urban,3,4,NA,1,NA,3,2,2,2,2,11,4,3,4,3,3,17,17,17,11,11
3198,26,1,Urban,5,2,20,5,7,4,3,3,4,3,17,4,4,2,2,2,14,14,14,17,17
3199,70,1,Urban,3,4,NA,1,13,2,2,3,3,3,13,3,3,3,3,2,14,14,14,13,13
3202,55,2,Urban,5,2,30,1,22,4,3,3,2,2,14,4,4,2,2,1,13,13,13,14,14
3205,48,1,Urban,5,1,46,1,23,3,2,2,2,1,10,1,3,1,4,3,12,12,12,10,10
3206,34,1,Urban,5,1,40,5,17,3,2,2,3,3,13,2,3,2,1,2,10,10,10,13,13
3208,65,2,Urban,3,3,NA,1,16,2,2,2,2,1,9,3,3,1,1,1,9,9,9,9,9
3209,56,1,Urban,5,1,45,1,21,3,2,3,2,1,11,3,3,2,3,2,13,13,13,11,11
3210,39,1,Rural,5,1,40.5,5,15,3,2,3,2,3,13,3,2,3,1,2,11,11,11,13,13
3214,30,1,Urban,5,1,40,5,21,4,3,3,2,2,14,3,3,2,1,3,12,12,12,14,14
3215,68,1,Rural,3,4,NA,1,15,1,2,3,1,1,8,3,2,2,3,2,12,12,12,8,8
3217,52,2,Urban,3,4,NA,5,23,3,4,4,3,4,18,3,3,4,3,3,16,16,16,18,18
3219,24,2,NA,3,3,NA,5,NA,4,2,2,3,3,14,3,3,3,1,1,11,11,11,14,14
3220,20,1,Rural,3,4,NA,5,26,3,2,2,2,1,10,2,1,3,3,3,12,12,12,10,10
3222,55,2,Urban,3,1,40,1,23,3,2,2,2,2,11,2,2,2,2,2,10,10,10,11,11
3223,63,2,Urban,3,4,NA,1,14,3,2,4,3,2,14,3,3,2,1,2,11,11,11,14,14
3224,69,1,Urban,2,4,NA,4,NA,3,2,2,2,1,10,1,1,3,3,3,11,11,11,10,10
3225,44,2,Rural,3,1,40,1,19,4,3,4,4,1,16,3,1,2,2,1,9,9,9,16,16
3226,34,1,Urban,3,3,NA,1,15,4,3,4,3,2,16,3,1,1,1,2,8,8,8,16,16
3227,73,1,Urban,5,4,NA,1,20,2,2,2,2,1,9,3,3,4,4,3,17,17,17,9,9
3228,40,1,Rural,3,4,NA,1,NA,5,1,2,1,1,10,3,4,1,2,2,12,12,12,10,10
3229,66,1,Urban,5,4,NA,1,19,1,2,2,1,2,8,3,2,3,3,3,14,14,14,8,8
3231,74,2,Urban,5,4,NA,1,13,2,2,2,2,1,9,1,1,1,4,1,8,8,8,9,9
3232,77,2,Urban,5,4,NA,3,NA,2,3,3,3,1,12,2,2,1,1,2,8,8,8,12,12
