respid,age,sex,wohnort,isced97,work,dw15,mstat,hhincc,hs04_r,hs06,hs07,hs05_r,hs09_r,distress,im17_r,im18_r,im19_r,im20_r,im21_r,soz.u,soz.u_na,soz.u_rmt,distress_na,distress_rmt
4652,75,2,Rural,4,4,NA,1,20,3,3,3,3,1,13,2,1,3,3,3,12,12,12,13,13
4653,77,1,Urban,3,4,NA,1,18,1,1,2,1,1,6,4,4,1,1,1,11,11,11,6,6
4654,74,1,Urban,3,4,NA,1,6,2,2,3,1,1,9,2,3,3,3,3,14,14,14,9,9
4655,62,1,Urban,3,4,NA,4,NA,3,4,5,2,1,15,4,4,4,1,1,14,14,14,15,15
4657,56,2,Urban,3,1,42.5,4,15,3,2,3,2,3,13,3,3,2,2,1,11,11,11,13,13
4658,58,1,Rural,5,1,45,1,23,5,3,2,3,1,14,2,3,1,3,1,10,10,10,14,14
4659,58,2,Urban,5,1,40,1,NA,1,1,1,1,1,5,1,3,1,2,2,9,9,9,5,5
4660,56,2,Urban,4,4,NA,1,NA,4,3,3,1,1,12,4,1,3,1,2,11,11,11,12,12
4663,54,1,Urban,5,1,43,1,NA,3,2,3,3,1,12,2,2,2,3,3,12,12,12,12,12
4664,64,2,Rural,5,4,NA,4,17,3,2,1,2,1,9,2,3,2,1,3,11,11,11,9,9
4665,25,1,Urban,5,3,NA,5,13,4,3,4,3,1,15,2,3,2,2,2,11,11,11,15,15
4666,34,1,Urban,3,1,50,1,24,4,3,3,4,1,15,2,1,2,3,3,11,11,11,15,15
4667,63,2,Rural,3,2,39.5,1,15,4,2,2,2,1,11,2,2,3,3,3,13,13,13,11,11
4668,79,2,Urban,5,4,NA,1,20,2,1,3,1,1,8,3,2,2,2,2,11,11,11,8,8
4672,86,2,Urban,3,4,NA,3,13,1,2,4,3,4,14,4,3,1,1,2,11,11,11,14,14
4675,34,2,Rural,5,2,15,1,22,2,3,4,3,3,15,3,3,4,2,2,14,14,14,15,15
4677,31,1,Urban,3,4,NA,5,NA,3,4,3,4,4,18,4,3,1,1,1,10,10,10,18,18
4678,60,1,Urban,3,1,39,1,21,2,2,2,2,1,9,2,3,2,3,3,13,13,13,9,9
4680,37,1,Urban,5,1,38.5,1,23,3,2,3,2,3,13,2,3,1,1,1,8,8,8,13,13
4681,83,2,Urban,2,4,NA,5,18,1,2,3,3,1,10,3,2,3,3,2,13,13,13,10,10
4682,65,1,Rural,5,4,NA,1,17,3,3,3,3,3,15,3,1,4,3,2,13,13,13,15,15
4684,20,1,Rural,3,4,NA,5,24,4,3,4,3,2,16,1,1,3,3,4,12,12,12,16,16
4685,22,1,Rural,3,4,NA,5,NA,3,4,3,3,3,16,2,2,1,1,1,7,7,7,16,16
4687,70,2,Urban,3,4,NA,1,15,3,2,2,2,1,10,3,2,3,3,2,13,13,13,10,10
4688,43,1,Urban,3,1,39,1,21,3,2,3,3,1,12,3,1,3,3,1,11,11,11,12,12
4689,40,2,Urban,5,1,40,4,24,4,2,3,3,2,14,2,3,1,1,2,9,9,9,14,14
4690,51,1,Urban,5,1,55,1,26,5,3,3,3,1,15,2,3,3,3,2,13,13,13,15,15
4691,56,2,Rural,5,2,46,5,23,3,2,3,2,1,11,2,1,4,2,2,11,11,11,11,11
4694,62,2,Urban,5,1,40,1,15,4,3,3,3,2,15,2,3,3,3,3,14,14,14,15,15
4697,78,2,Urban,2,4,NA,3,NA,1,3,4,3,3,14,3,1,2,2,2,10,10,10,14,14
4698,83,1,Urban,6,4,NA,2,NA,4,2,5,4,1,16,3,2,2,2,3,12,12,12,16,16
4699,61,2,Urban,4,4,NA,1,15,3,3,4,4,3,17,4,3,4,3,2,16,16,16,17,17
4700,19,2,Urban,3,4,NA,5,5,4,2,4,3,4,17,2,2,3,3,1,11,11,11,17,17
4701,70,2,Rural,5,4,NA,1,16,4,3,3,3,2,15,3,4,3,2,3,15,15,15,15,15
4702,83,2,Urban,5,4,NA,5,NA,2,4,4,4,4,18,2,3,4,4,4,17,17,17,18,18
4703,68,2,Urban,5,4,NA,1,20,1,1,2,1,1,6,4,3,1,2,1,11,11,11,6,6
4706,49,2,Urban,5,1,50,1,25,4,3,2,3,2,14,2,1,1,1,3,8,8,8,14,14
4707,39,2,Rural,3,2,30,5,NA,3,3,4,4,2,16,3,2,2,1,2,10,10,10,16,16
4710,55,1,Rural,5,1,78,1,NA,3,2,1,2,1,9,1,1,2,3,3,10,10,10,9,9
4713,76,1,Urban,6,4,NA,4,14,3,3,5,3,3,17,1,2,3,4,4,14,14,14,17,17
4714,62,1,Rural,5,2,39.5,1,17,3,2,3,2,2,12,3,2,3,3,2,13,13,13,12,12
4715,34,1,Urban,6,1,32.5,5,23,1,1,1,1,1,5,3,1,2,2,1,9,9,9,5,5
4716,58,1,Rural,5,1,40,1,24,4,2,2,2,2,12,3,3,1,2,3,12,12,12,12,12
4718,56,1,Rural,6,1,45,1,26,3,3,3,2,2,13,2,2,2,1,2,9,9,9,13,13
4720,43,1,Rural,5,1,35,1,19,4,3,3,3,3,16,2,3,2,2,2,11,11,11,16,16
4721,57,1,Rural,5,1,40,1,25,3,2,2,2,1,10,2,2,3,3,1,11,11,11,10,10
4722,57,1,Urban,3,1,39,1,14,4,3,2,3,1,13,2,4,3,3,2,14,14,14,13,13
4724,50,2,Urban,5,2,17,1,25,3,2,2,2,1,10,1,1,3,3,3,11,11,11,10,10
4725,65,1,Urban,5,4,NA,1,21,1,1,2,1,1,6,2,2,3,3,3,13,13,13,6,6
4726,77,NA,Rural,5,4,NA,1,NA,2,2,4,3,3,14,3,1,3,3,3,13,13,13,14,14
4727,49,2,Urban,3,1,38.5,1,NA,2,2,3,2,1,10,2,2,2,2,3,11,11,11,10,10
4728,22,1,Urban,5,3,NA,5,4,3,2,3,2,3,13,3,3,2,1,1,10,10,10,13,13
4729,40,1,Rural,5,1,42,1,25,2,3,4,3,2,14,1,1,1,2,3,8,8,8,14,14
4730,26,2,Urban,5,1,43.5,5,18,3,3,2,2,2,12,3,1,3,3,3,13,13,13,12,12
4731,81,1,Urban,3,4,NA,3,14,1,1,2,1,1,6,3,3,3,3,2,14,14,14,6,6
4732,26,2,Rural,5,1,33,1,21,3,3,3,4,1,14,2,2,1,3,2,10,10,10,14,14
4733,63,2,Urban,5,4,NA,1,18,2,2,2,3,1,10,2,2,1,1,2,8,8,8,10,10
4734,82,1,Rural,5,4,NA,1,NA,3,2,2,2,1,10,3,2,2,3,2,12,12,12,10,10
4735,61,1,Urban,2,1,45,1,17,5,4,4,3,2,18,4,3,2,2,2,13,13,13,18,18
4737,36,2,Urban,5,2,35,1,24,4,3,3,2,1,13,4,1,1,3,3,12,12,12,13,13
4738,58,2,Urban,3,1,40,1,NA,3,3,3,2,1,12,4,4,4,4,2,18,18,18,12,12
4740,64,2,Rural,5,4,NA,1,20,2,2,2,2,1,9,3,1,3,2,3,12,12,12,9,9
4741,46,2,Urban,4,1,38.5,4,14,3,2,3,3,2,13,3,2,2,2,2,11,11,11,13,13
4742,20,2,Urban,3,3,NA,5,NA,4,3,3,4,5,19,4,4,1,1,2,12,12,12,19,19
4743,43,1,Urban,4,1,47,1,25,4,3,3,4,3,17,2,2,2,3,3,12,12,12,17,17
4745,79,1,Urban,3,4,NA,1,15,2,2,3,1,1,9,3,4,4,2,2,15,15,15,9,9
4746,71,1,Urban,3,3,NA,1,16,1,5,3,1,1,11,4,3,2,1,1,11,11,11,11,11
4747,69,1,Urban,3,4,NA,1,10,2,2,3,1,1,9,2,4,2,1,2,11,11,11,9,9
4750,67,1,Rural,3,4,NA,5,19,2,2,3,2,1,10,3,2,3,3,2,13,13,13,10,10
4752,55,1,Rural,5,1,50,1,18,5,4,3,4,1,17,2,2,3,2,3,12,12,12,17,17
4753,65,1,Urban,4,4,NA,1,19,2,2,2,2,1,9,2,2,2,2,2,10,10,10,9,9
4756,65,1,Urban,3,4,NA,1,15,3,3,3,3,2,14,2,2,3,2,2,11,11,11,14,14
4758,53,1,Urban,3,1,40,4,16,4,4,3,3,2,16,4,4,4,1,1,14,14,14,16,16
4760,23,2,Urban,5,1,50,5,21,3,3,3,4,4,17,1,3,2,1,1,8,8,8,17,17
4761,63,2,Urban,5,4,NA,1,18,3,2,3,2,2,12,3,3,3,3,2,14,14,14,12,12
4762,96,1,Rural,5,4,NA,3,12,1,1,2,1,2,7,3,2,2,2,1,10,10,10,7,7
4766,66,2,Urban,3,3,NA,1,16,3,2,2,2,1,10,3,2,2,3,3,13,13,13,10,10
4769,25,1,Urban,6,4,NA,5,19,1,1,1,1,1,5,3,4,2,2,2,13,13,13,5,5
4770,73,1,Rural,3,4,NA,1,NA,1,2,2,2,1,8,3,2,4,3,2,14,14,14,8,8
4773,33,1,Urban,1,1,38,5,13,3,2,2,2,2,11,4,2,3,2,1,12,12,12,11,11
4774,60,2,Urban,5,2,20,1,24,1,2,3,1,1,8,2,2,3,3,2,12,12,12,8,8
4775,29,2,Urban,5,3,NA,5,4,4,3,2,3,3,15,3,3,1,1,1,9,9,9,15,15
4779,32,1,Urban,5,1,40,5,21,4,2,3,2,2,13,3,2,3,2,2,12,12,12,13,13
4780,59,1,Urban,5,1,44.5,4,23,4,3,3,3,2,15,2,2,2,2,3,11,11,11,15,15
4781,55,1,Urban,5,2,24,1,22,1,2,3,1,1,8,2,1,3,3,1,10,10,10,8,8
4784,40,2,Rural,4,2,20,4,21,3,2,2,3,2,12,2,3,1,4,1,11,11,11,12,12
4785,64,2,Rural,4,1,40,5,15,4,2,1,2,1,10,3,1,2,2,2,10,10,10,10,10
4786,65,2,Rural,3,4,NA,1,15,3,2,2,3,2,12,3,4,4,4,2,17,17,17,12,12
4789,25,2,Rural,5,3,NA,5,NA,2,2,3,4,3,14,3,4,2,1,2,12,12,12,14,14
4792,81,1,Urban,6,4,NA,3,21,2,2,2,2,1,9,2,1,4,4,3,14,14,14,9,9
4793,46,2,Urban,5,1,8,4,15,4,3,3,4,1,15,4,4,2,2,1,13,13,13,15,15
4796,78,1,Urban,3,4,NA,3,16,1,3,3,1,3,11,4,4,3,4,2,17,17,17,11,11
4798,56,2,Urban,3,3,NA,4,18,5,4,5,4,4,22,2,3,1,3,1,10,10,10,22,22
4799,84,2,Urban,3,4,NA,1,19,3,3,3,3,2,14,3,2,3,4,2,14,14,14,14,14
4800,62,1,Rural,5,1,50,1,NA,3,2,2,2,1,10,4,3,1,2,1,11,11,11,10,10
4801,67,2,Urban,3,4,NA,1,18,3,2,2,2,1,10,3,2,2,2,3,12,12,12,10,10
4802,19,1,Rural,3,1,40,5,NA,4,3,2,2,3,14,2,1,2,3,4,12,12,12,14,14
4804,49,2,Urban,3,1,34,1,21,4,3,4,4,2,17,3,3,3,2,2,13,13,13,17,17
4811,83,2,Rural,3,4,NA,3,13,3,2,3,2,2,12,3,2,2,2,2,11,11,11,12,12
4812,67,1,Rural,5,4,NA,1,16,2,2,3,3,1,11,3,2,3,2,2,12,12,12,11,11
4813,37,1,Urban,5,1,43,1,23,3,3,3,1,1,11,3,3,3,3,3,15,15,15,11,11
4815,31,2,Rural,3,1,39,5,24,3,2,2,2,2,11,2,2,3,3,3,13,13,13,11,11
4817,18,1,Urban,NA,4,NA,5,NA,4,4,4,5,4,21,2,3,2,3,1,11,11,11,21,21
4818,63,2,Urban,3,4,NA,1,NA,2,3,2,3,3,13,3,1,2,3,3,12,12,12,13,13
4819,43,1,Urban,3,1,42.5,5,21,4,3,2,3,1,13,1,2,1,3,2,9,9,9,13,13
4821,42,1,Urban,3,4,NA,5,8,1,2,2,2,2,9,4,1,2,4,1,12,12,12,9,9
4823,66,1,Rural,3,4,NA,1,24,2,2,2,2,2,10,2,1,4,4,3,14,14,14,10,10
4824,69,1,Urban,3,4,NA,4,18,2,2,3,3,2,12,2,2,3,2,2,11,11,11,12,12
4825,34,1,Urban,2,1,37.5,5,15,3,3,4,4,5,19,3,4,1,1,1,10,10,10,19,19
4827,38,1,Urban,5,1,50,1,24,4,2,3,2,2,13,2,2,2,3,3,12,12,12,13,13
4828,54,1,Urban,5,1,40,1,21,3,4,4,5,4,20,3,2,3,2,1,11,11,11,20,20
4829,25,2,Rural,3,4,NA,5,17,5,3,3,4,3,18,3,4,2,3,2,14,14,14,18,18
4830,50,2,Rural,5,2,35,1,21,3,4,4,4,2,17,3,1,1,2,1,8,8,8,17,17
4831,53,1,Rural,5,1,50,1,NA,3,2,2,2,3,12,2,3,2,2,3,12,12,12,12,12
4833,77,2,Rural,3,4,NA,1,19,3,2,5,2,1,13,4,3,2,2,3,14,14,14,13,13
4835,69,1,Urban,3,4,NA,1,NA,1,1,1,1,1,5,4,4,3,3,3,17,17,17,5,5
4836,57,2,Rural,3,4,NA,1,19,2,2,3,1,1,9,4,4,2,2,2,14,14,14,9,9
4837,58,1,Rural,5,1,60,1,25,3,3,3,2,1,12,3,2,2,2,2,11,11,11,12,12
4838,55,2,Urban,3,4,NA,NA,3,5,5,5,5,5,25,4,3,2,3,2,14,14,14,25,25
4839,58,2,Urban,5,1,39.5,1,26,4,3,4,2,1,14,3,2,3,3,2,13,13,13,14,14
4841,85,2,Urban,4,4,NA,3,15,2,2,3,3,5,15,3,2,2,4,1,12,12,12,15,15
4844,19,2,Urban,3,4,NA,5,23,4,2,3,4,5,18,2,3,1,1,2,9,9,9,18,18
4847,44,1,Urban,5,1,40,1,23,5,4,3,3,1,16,2,3,1,1,2,9,9,9,16,16
4849,69,1,Urban,5,4,NA,1,19,2,2,3,2,1,10,3,2,1,1,1,8,8,8,10,10
4850,74,2,Urban,5,4,NA,3,14,3,3,3,3,3,15,3,2,3,4,2,14,14,14,15,15
4851,53,2,Urban,5,2,35,3,23,4,3,3,3,3,16,4,3,2,2,2,13,13,13,16,16
4853,30,2,Urban,5,2,20,1,22,3,2,4,3,2,14,2,2,3,3,3,13,13,13,14,14
4854,46,1,Urban,5,1,50,5,19,3,2,3,3,1,12,2,1,4,3,3,13,13,13,12,12
4855,40,2,Urban,3,4,NA,1,24,3,2,3,2,2,12,2,3,2,1,2,10,10,10,12,12
4857,73,1,Rural,4,4,NA,1,19,3,2,3,3,1,12,4,4,4,4,4,20,20,20,12,12
4858,53,2,Urban,4,2,28,1,21,4,3,3,3,1,14,2,3,1,1,2,9,9,9,14,14
4859,60,1,Rural,5,1,40,1,19,5,3,3,3,1,15,3,3,2,2,2,12,12,12,15,15
4860,57,1,Rural,4,1,39,4,20,5,3,2,3,1,14,2,1,4,3,3,13,13,13,14,14
4861,69,1,Urban,5,4,NA,1,17,1,1,2,1,1,6,3,3,4,3,2,15,15,15,6,6
4863,27,2,Urban,5,4,NA,5,15,3,3,4,5,4,19,1,4,1,1,1,8,8,8,19,19
4864,62,2,Urban,3,3,NA,3,12,2,2,3,2,1,10,3,3,2,3,2,13,13,13,10,10
4865,57,1,Urban,3,1,48,1,11,4,3,3,4,3,17,2,3,2,2,2,11,11,11,17,17
4866,69,1,Urban,3,4,NA,1,15,2,2,3,1,1,9,2,3,1,1,1,8,8,8,9,9
4868,36,2,Urban,6,1,38,5,13,4,4,4,4,2,18,3,3,2,1,1,10,10,10,18,18
4869,39,1,Urban,3,1,40,1,21,3,3,3,2,1,12,3,3,2,1,2,11,11,11,12,12
4872,47,1,Urban,5,1,38,1,24,3,2,3,2,1,11,2,2,1,2,3,10,10,10,11,11
4873,61,2,Urban,5,1,45,1,18,5,3,3,4,1,16,4,1,3,2,2,12,12,12,16,16
4876,52,2,Urban,5,2,30,4,19,4,3,4,3,4,18,2,4,1,1,1,9,9,9,18,18
4877,55,1,Urban,6,1,60,1,26,4,3,3,3,1,14,2,3,3,1,3,12,12,12,14,14
4878,51,1,Rural,3,1,45,1,21,3,3,2,2,1,11,1,1,1,2,2,7,7,7,11,11
4880,72,2,Urban,5,4,NA,1,17,3,3,3,3,2,14,3,4,3,3,3,16,16,16,14,14
4882,52,2,Urban,5,1,40,5,NA,3,2,3,2,1,11,2,3,1,1,2,9,9,9,11,11
4883,71,2,Urban,2,4,NA,NA,13,2,2,3,3,3,13,4,4,3,3,3,17,17,17,13,13
4885,77,2,Rural,3,4,NA,1,22,3,2,3,2,1,11,3,4,3,3,2,15,15,15,11,11
4887,56,1,Urban,5,1,53,5,NA,3,4,3,2,1,13,2,2,3,3,3,13,13,13,13,13
4888,78,2,Urban,5,4,NA,3,15,1,1,2,1,2,7,4,3,2,2,1,12,12,12,7,7
4889,63,2,Rural,3,2,24,1,22,4,3,4,3,1,15,2,2,2,2,2,10,10,10,15,15
4890,39,2,Urban,5,2,30,1,24,4,3,3,3,2,15,3,3,2,2,2,12,12,12,15,15
4891,58,2,Rural,3,2,25,1,20,3,2,3,2,1,11,3,2,2,2,3,12,12,12,11,11
4893,33,1,Urban,5,1,40,5,18,2,2,3,3,4,14,2,3,1,3,2,11,11,11,14,14
4894,61,1,Urban,5,1,42,1,20,4,3,4,3,1,15,2,2,1,2,3,10,10,10,15,15
4895,76,2,Rural,3,4,NA,1,20,3,4,5,4,3,19,3,4,2,3,2,14,14,14,19,19
4897,48,1,Rural,5,1,40,5,25,1,2,2,2,1,8,2,2,3,2,2,11,11,11,8,8
4899,NA,2,Rural,3,1,40,1,10,5,3,3,4,2,17,4,4,1,1,1,11,11,11,17,17
4902,57,1,Urban,5,1,35,4,NA,2,2,2,1,1,8,2,3,2,3,1,11,11,11,8,8
4903,42,2,Urban,5,1,40,4,19,4,4,2,4,3,17,2,1,3,2,3,11,11,11,17,17
4905,34,2,Rural,5,1,40,5,20,4,2,3,2,1,12,4,3,2,2,2,13,13,13,12,12
4906,55,1,Rural,5,1,40,1,23,3,3,4,3,2,15,3,1,2,2,2,10,10,10,15,15
4907,50,1,Rural,5,1,45,1,25,4,2,2,2,1,11,2,2,3,1,2,10,10,10,11,11
4908,65,2,Urban,5,3,NA,1,22,1,2,1,1,1,6,4,3,3,3,2,15,15,15,6,6
4909,40,1,Rural,5,1,40,1,21,2,2,2,2,1,9,2,3,1,1,2,9,9,9,9,9
4912,38,1,NA,5,1,40,1,NA,5,3,3,5,2,18,1,1,3,2,3,10,10,10,18,18
4914,25,1,Urban,3,1,38,5,24,2,4,3,4,4,17,4,2,1,1,1,9,9,9,17,17
4915,59,1,Urban,2,2,30,4,17,4,3,5,2,2,16,1,1,2,2,2,8,8,8,16,16
4916,51,1,Urban,4,1,38.5,5,19,4,3,3,3,2,15,3,3,2,2,2,12,12,12,15,15
4917,59,1,Rural,5,1,40,1,NA,3,3,3,3,3,15,3,1,3,3,3,13,13,13,15,15
4919,55,2,Urban,5,1,39,1,NA,4,3,3,3,2,15,2,2,2,2,1,9,9,9,15,15
4920,40,2,Rural,4,1,50,4,18,4,3,2,3,2,14,3,3,2,2,1,11,11,11,14,14
4921,28,1,Urban,5,1,40,5,NA,3,3,2,3,2,13,3,3,4,3,3,16,16,16,13,13
4922,61,2,Rural,3,4,NA,1,26,2,2,3,3,2,12,3,3,1,2,2,11,11,11,12,12
4923,55,2,Urban,5,2,28,5,NA,3,3,3,2,1,12,3,3,2,2,2,12,12,12,12,12
4925,65,2,Rural,3,4,NA,NA,10,2,2,2,2,1,9,4,1,1,1,2,9,9,9,9,9
4926,58,2,Rural,3,2,20,1,NA,4,3,3,2,2,14,3,2,2,3,2,12,12,12,14,14
4929,37,1,Urban,2,1,40,1,NA,1,3,3,3,2,12,3,3,2,2,2,12,12,12,12,12
4931,23,1,Urban,4,4,NA,5,NA,2,2,1,1,3,9,2,1,2,3,3,11,11,11,9,9
4932,63,2,Urban,5,1,35,1,21,3,3,2,2,1,11,2,2,1,3,2,10,10,10,11,11
4933,72,1,Urban,5,4,NA,1,17,2,2,3,2,1,10,3,4,1,2,1,11,11,11,10,10
4935,58,2,Rural,2,2,20,1,18,5,4,4,4,2,19,2,3,3,2,1,11,11,11,19,19
4938,42,1,Rural,3,1,44,5,NA,4,2,4,3,1,14,2,2,3,2,2,11,11,11,14,14
4939,38,1,Urban,5,2,30,1,17,3,2,3,1,1,10,3,4,3,1,1,12,12,12,10,10
4941,55,1,Urban,5,1,37.5,1,NA,3,2,2,2,1,10,2,2,3,2,3,12,12,12,10,10
4942,38,2,Urban,3,1,37.5,4,13,3,3,3,4,1,14,4,2,3,2,1,12,12,12,14,14
4943,25,1,Rural,3,1,38,1,20,3,4,3,2,1,13,3,2,1,1,1,8,8,8,13,13
4945,35,2,Urban,3,2,NA,5,17,3,3,3,3,3,15,3,4,3,2,1,13,13,13,15,15
4946,74,1,Urban,5,4,NA,4,17,2,2,3,2,1,10,3,4,1,2,2,12,12,12,10,10
4947,58,1,Rural,3,1,38,1,20,4,3,3,4,4,18,3,2,2,2,2,11,11,11,18,18
4948,86,1,Urban,5,4,NA,3,15,1,2,5,3,3,14,4,2,3,2,2,13,13,13,14,14
4950,43,2,Rural,3,2,29.5,1,NA,2,2,2,1,1,8,4,3,3,2,2,14,14,14,8,8
4953,43,1,Urban,3,1,40,1,22,2,2,3,1,2,10,2,3,2,2,2,11,11,11,10,10
4955,38,2,Rural,4,1,37.5,1,19,3,2,2,3,1,11,3,2,2,1,1,9,9,9,11,11
4957,41,2,Urban,5,2,NA,1,25,3,2,2,3,1,11,3,3,3,2,2,13,13,13,11,11
4958,69,2,Rural,3,4,NA,3,6,1,3,2,2,4,12,4,2,1,1,2,10,10,10,12,12
4960,32,1,Urban,4,3,NA,5,NA,2,2,2,3,3,12,3,2,1,1,1,8,8,8,12,12
4961,62,1,Rural,5,3,NA,1,21,3,2,2,1,3,11,3,2,2,3,3,13,13,13,11,11
4962,33,2,Urban,5,2,20,5,24,3,3,3,2,1,12,3,3,1,1,3,11,11,11,12,12
4965,58,1,Urban,2,4,NA,5,9,3,2,2,3,1,11,4,3,4,3,4,18,18,18,11,11
4966,65,2,Urban,3,3,NA,1,10,3,3,4,4,1,15,4,4,2,2,1,13,13,13,15,15
4968,83,2,Urban,3,4,NA,3,16,1,1,2,1,1,6,4,1,4,3,3,15,15,15,6,6
4969,47,2,Urban,3,2,21,5,22,3,2,2,2,1,10,4,4,1,1,2,12,12,12,10,10
4971,30,1,Urban,5,1,40,1,24,4,2,2,3,2,13,1,2,2,2,3,10,10,10,13,13
4972,63,1,Rural,3,1,42,1,15,5,5,1,4,1,16,1,1,1,1,1,5,5,5,16,16
4973,56,1,Urban,3,1,40,1,19,4,4,4,4,2,18,3,3,2,2,2,12,12,12,18,18
4974,63,2,Urban,5,2,40,1,18,1,2,3,1,2,9,2,2,2,2,2,10,10,10,9,9
4975,45,2,Rural,6,2,20,5,23,4,4,2,3,4,17,2,1,2,2,2,9,9,9,17,17
4977,29,1,Rural,5,1,50,5,20,4,4,3,3,2,16,2,2,2,1,2,9,9,9,16,16
4979,52,2,Rural,5,2,20,1,NA,3,3,3,3,1,13,3,3,3,1,1,11,11,11,13,13
4980,71,2,Urban,3,4,NA,3,15,3,2,4,4,3,16,4,3,4,3,3,17,17,17,16,16
4981,38,1,Urban,3,3,NA,1,16,5,4,4,4,3,20,3,3,3,1,1,11,11,11,20,20
4982,75,2,Urban,3,4,NA,1,19,3,3,3,4,1,14,4,3,2,2,2,13,13,13,14,14
4983,64,2,Urban,5,1,45,1,20,3,2,3,3,2,13,2,2,2,2,3,11,11,11,13,13
4984,67,1,Rural,5,4,NA,1,NA,2,4,3,3,2,14,4,1,3,3,1,12,12,12,14,14
4985,52,2,Rural,3,1,50,1,19,3,2,3,1,1,10,3,3,2,1,1,10,10,10,10,10
4987,40,1,Urban,3,1,44.5,1,20,4,4,2,4,1,15,3,4,2,2,1,12,12,12,15,15
4988,26,2,Rural,3,4,NA,1,19,2,2,3,3,1,11,3,4,2,2,2,13,13,13,11,11
4989,72,1,Urban,6,NA,NA,NA,14,1,3,3,3,3,13,4,2,2,1,1,10,10,10,13,13
4993,73,1,Urban,5,3,NA,1,16,3,4,4,4,2,17,4,3,2,2,3,14,14,14,17,17
4994,73,1,Urban,3,4,NA,1,18,1,2,2,1,1,7,2,2,4,3,4,15,15,15,7,7
4995,61,2,Urban,2,4,NA,1,16,2,3,4,4,2,15,2,3,2,2,1,10,10,10,15,15
4996,62,2,Urban,5,1,36,2,13,4,4,4,4,4,20,3,3,2,2,2,12,12,12,20,20
4997,70,1,Urban,5,4,NA,1,24,2,2,2,3,2,11,2,2,2,2,3,11,11,11,11,11
5001,57,1,Urban,5,1,38,1,18,3,2,2,3,1,11,2,3,2,2,3,12,12,12,11,11
5002,52,2,Urban,4,2,18,1,24,3,2,2,1,1,9,3,3,2,1,2,11,11,11,9,9
5003,63,2,Urban,3,4,NA,4,8,4,3,3,4,5,19,4,4,2,4,2,16,16,16,19,19
5004,20,2,Rural,3,3,NA,5,22,3,2,2,3,2,12,3,2,3,2,2,12,12,12,12,12
5005,34,1,Urban,3,1,35,1,20,3,2,3,3,1,12,3,1,3,3,2,12,12,12,12,12
5006,59,2,Rural,4,2,15,1,14,2,3,3,2,1,11,2,3,3,2,1,11,11,11,11,11
5007,38,1,Rural,3,1,45,1,19,2,2,2,1,2,9,2,2,4,4,3,15,15,15,9,9
5008,20,2,Rural,3,4,NA,5,21,4,2,3,3,3,15,3,2,2,2,2,11,11,11,15,15
5009,34,2,Urban,3,2,31,1,22,3,2,2,3,3,13,4,2,3,2,2,13,13,13,13,13
5011,35,1,Urban,5,1,43,5,19,4,3,4,3,2,16,2,1,2,3,3,11,11,11,16,16
5013,22,1,Rural,3,4,NA,5,NA,2,2,4,1,1,10,3,2,1,1,1,8,8,8,10,10
5015,55,2,Urban,3,1,45,NA,16,3,3,2,3,4,15,1,1,1,1,2,6,6,6,15,15
5016,72,1,Urban,5,3,NA,1,NA,3,2,2,3,2,12,2,2,2,3,3,12,12,12,12,12
5018,55,2,Urban,5,1,50,3,21,4,3,3,3,3,16,3,4,1,1,2,11,11,11,16,16
5019,22,1,Urban,5,4,NA,5,NA,3,2,4,3,4,16,3,3,1,1,1,9,9,9,16,16
5020,53,2,Rural,5,2,15,1,23,4,4,4,4,3,19,1,1,3,2,2,9,9,9,19,19
5022,59,2,Urban,3,1,40,4,13,1,1,2,1,1,6,2,1,3,3,4,13,13,13,6,6
5027,87,1,Urban,5,4,NA,1,23,1,2,3,3,1,10,2,2,3,2,2,11,11,11,10,10
5028,70,1,Urban,2,4,NA,1,13,1,2,2,1,1,7,3,3,3,4,2,15,15,15,7,7
5030,68,1,Urban,5,4,NA,4,NA,2,4,5,4,4,19,3,4,2,2,1,12,12,12,19,19
5031,78,2,Urban,5,4,NA,1,23,4,2,2,3,1,12,3,3,2,2,1,11,11,11,12,12
5032,42,1,Urban,5,1,40,1,23,4,2,3,2,1,12,3,3,2,2,2,12,12,12,12,12
5034,36,1,Urban,3,1,40,1,23,3,2,3,3,3,14,1,1,1,3,3,9,9,9,14,14
5035,55,1,Urban,5,1,50,1,NA,3,2,2,3,1,11,2,2,3,3,3,13,13,13,11,11
5036,51,2,Urban,3,2,33,5,17,4,3,3,4,3,17,4,4,4,1,1,14,14,14,17,17
5037,74,2,Urban,3,4,NA,1,15,3,4,4,4,4,19,4,2,1,1,2,10,10,10,19,19
5040,58,2,Urban,3,1,40,5,14,3,2,3,2,1,11,2,3,2,2,2,11,11,11,11,11
5041,36,1,Urban,3,1,50,5,13,4,3,3,3,1,14,2,3,1,1,1,8,8,8,14,14
5042,61,1,Urban,5,2,19.5,1,20,3,2,2,2,1,10,3,1,3,2,2,11,11,11,10,10
5045,79,1,Rural,6,4,NA,1,18,1,2,2,1,1,7,2,2,3,3,3,13,13,13,7,7
5046,66,2,Urban,5,4,NA,1,21,1,2,3,1,1,8,3,3,2,2,1,11,11,11,8,8
5047,34,1,Urban,3,1,48,5,17,3,3,4,4,5,19,3,2,3,1,1,10,10,10,19,19
5050,41,2,Urban,6,1,40,5,14,1,2,3,3,3,12,2,3,2,3,3,13,13,13,12,12
